Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude
2021-05-06,2020,Hebron,3 TANNERY HILL LN,214570.0,355000.0,0.6044,Residential,Single Family,-72.4316,41.67941
2021-05-05,2020,Greenwich,114 GREENWICH HILLS DRIVE,539420.0,755000.0,0.7144,Residential,Condo,Unknown,Unknown
2020-11-03,2020,Coventry,1391 BOSTON TPK,121800.0,175750.0,0.693,Residential,Single Family,Unknown,Unknown
2021-09-17,2020,Hartford,593 GARDEN ST,123830.0,195000.0,0.635,Apartments,Unknown,-72.68262,41.78654
2021-03-17,2020,Glastonbury,49 KETTLE POND DR,327000.0,555000.0,0.5891,Residential,Single Family,-72.61135,41.6493
2021-06-22,2020,Ansonia,78 GARDEN ST,148100.0,350000.0,0.4231,Residential,Two Family,-73.07221,41.34637
2020-12-30,2020,Killingly,279 & 291 COOK HILL RD,153580.0,300000.0,0.5119,Residential,Single Family,Unknown,Unknown
2021-07-12,2020,Colchester,320 HALLS HILL RD,121000.0,247000.0,0.4898,Residential,Single Family,Unknown,Unknown
2021-03-15,2020,Goshen,261 HAGEMAN SHEAN ROAD,156520.0,275000.0,0.5691,Residential,Single Family,Unknown,Unknown
2021-08-27,2020,Lebanon,618 CLUBHOUSE RD,238430.0,505000.0,0.4721,Residential,Single Family,-72.26567,41.6212
2020-10-16,2020,Glastonbury,2751 MAIN ST,810400.0,925000.0,0.8761,Commercial,Unknown,Unknown,Unknown
2021-02-10,2020,Farmington,22 TUNXIS ST,191290.0,240000.0,0.797,Residential,Single Family,Unknown,Unknown
2021-01-26,2020,Litchfield,49 MILTON RD,182450.0,315000.0,0.5792,Residential,Single Family,Unknown,Unknown
2021-05-03,2020,Bristol,193 TUNXIS RD,117250.0,259560.0,0.451725998,Residential,Single Family,-72.95701,41.64295
2020-11-02,2020,Ashford,18 MANSFIELD RD,120600.0,255000.0,0.4729,Residential,Single Family,Unknown,Unknown
2020-10-28,2020,Manchester,15 MCKEE STREET,137000.0,225000.0,0.6088,Residential,Single Family,Unknown,Unknown
2021-06-07,2020,Danbury,5 NABBY RD B-129,37000.0,79500.0,0.4654,Residential,Condo,Unknown,Unknown
2021-05-20,2020,Manchester,85 CONWAY ROAD,98900.0,170000.0,0.5817,Residential,Single Family,-72.49724,41.78773
2021-05-17,2020,Enfield,192 POST OFFICE RD,106130.0,235000.0,0.4516,Residential,Single Family,Unknown,Unknown
2021-02-11,2020,Danbury,5 DR AARON B SAMUELS BLVD,168300.0,430000.0,0.3913,Residential,Two Family,-73.45577,41.38938
2021-08-11,2020,Glastonbury,56 HICKORY DR,337900.0,555000.0,0.6088,Residential,Single Family,Unknown,Unknown
2020-11-12,2020,Bristol,119 JUDD ST,102970.0,155000.0,0.6643,Residential,Single Family,Unknown,Unknown
2021-04-28,2020,Danbury,126 TRIANGLE ST A4,42100.0,120000.0,0.350833333,Residential,Condo,-73.4349,41.39592
2021-07-23,2020,Bethlehem,19 WEST SHORE DR,96200.0,215000.0,0.4474,Residential,Single Family,Unknown,Unknown
2021-09-15,2020,Manchester,27 ELRO STREET,125600.0,273000.0,0.46,Residential,Two Family,-72.52065,41.78179
2021-03-01,2020,Ansonia,29 HOWARD AVE,119100.0,316000.0,0.3768,Residential,Two Family,-73.08522,41.33643
2021-09-09,2020,Danbury,63 DEER HILL AV,229900.0,515000.0,0.4464,Residential,Two Family,Unknown,Unknown
2021-07-28,2020,Avon,120 COLD SPRING ROAD,240550.0,465000.0,0.5173,Residential,Single Family,-72.88536,41.80058
2021-08-17,2020,Darien,5 NORTH ROAD,2936220.0,5800000.0,0.5062,Residential,Single Family,-73.44824,41.05968
2021-05-17,2020,Enfield,4 ROY ST,168760.0,310000.0,0.5443,Residential,Single Family,Unknown,Unknown
2020-12-30,2020,Danbury,8 SCUPPO RD 7,86700.0,195000.0,0.4446,Residential,Condo,Unknown,Unknown
2021-07-07,2020,Berlin,71 CLOCK SHOP DR,230800.0,450000.0,0.5128,Residential,Single Family,Unknown,Unknown
2021-06-07,2020,Enfield,12 SPIER AVE,96510.0,155000.0,0.6226,Residential,Single Family,-72.59516,41.98474
2021-07-28,2020,Enfield,11 PEARL ST,167080.0,185000.0,0.9031,Commercial,Unknown,Unknown,Unknown
2021-07-12,2020,Griswold,126 EAST MAIN STREET,174230.0,210000.0,0.829666667,Residential,Single Family,Unknown,Unknown
2021-05-27,2020,Greenwich,154 BYRAM SHORE ROAD,2316160.0,3425000.0,0.6762,Residential,Single Family,-73.65519,40.99461
2021-05-20,2020,Barkhamsted,13 HORSESHOE CIRCLE,154350.0,360000.0,0.4287,Residential,Single Family,Unknown,Unknown
2021-01-20,2020,Groton,74 CROWN KNOLL CT S167,71960.0,150000.0,0.479733333,Residential,Condo,-72.05546,41.36875
2021-03-04,2020,Canton,11 OLD CANTON ROAD,204040.0,290000.0,0.7035,Residential,Single Family,Unknown,Unknown
2021-03-08,2020,Hartford,216 TOWER AVE,45885.0,79960.0,0.5738,Residential,Single Family,Unknown,Unknown
2021-02-09,2020,East Haven,130 COE AVE #57,28240.0,77000.0,0.366753247,Residential,Condo,-72.87111,41.25038
2021-06-29,2020,Avon,20 COTTONWOOD DRIVE,140660.0,288000.0,0.4884,Residential,Condo,-72.87897,41.77251
2021-02-08,2020,Cromwell,203 WOODLAND DRIVE,56140.0,77000.0,0.729,Residential,Condo,Unknown,Unknown
2021-05-10,2020,Darien,30 CHERRY STREET,405370.0,565000.0,0.7174,Residential,Single Family,-73.48353,41.06846
2021-03-23,2020,Greenwich,230 BEDFORD ROAD,2011240.0,1350000.0,1.4898,Residential,Single Family,Unknown,Unknown
2020-11-19,2020,Essex,63 WESTBROOK RD,544100.0,1100000.0,0.4946,Commercial,Unknown,Unknown,Unknown
2020-10-13,2020,Bristol,55 OXBOW DR,159110.0,279900.0,0.5684,Residential,Single Family,-72.9327,41.71733
2021-07-19,2020,Cromwell,33 CHESNUT DRIVE,95760.0,185000.0,0.517621622,Residential,Condo,Unknown,Unknown
2021-03-16,2020,East Granby,70 SPOONVILLE ROAD,161100.0,245000.0,0.6575,Residential,Single Family,-72.73967,41.90709
2021-09-09,2020,Bristol,121 MECHANIC ST,106330.0,235000.0,0.4524,Residential,Single Family,-72.91178,41.67845
2021-05-20,2020,Bloomfield,18 RUNDELANE,134680.0,265000.0,0.5082,Residential,Single Family,-72.77533,41.82937
2021-09-21,2020,Farmington,12 GREEN WOODS LA,244600.0,345000.0,0.7089,Residential,Single Family,Unknown,Unknown
2021-05-11,2020,Danbury,1506 BRIAR WOODS LA,154100.0,335000.0,0.46,Residential,Condo,-73.51255,41.38354
2020-10-21,2020,Farmington,19 SONGBIRD LA,178100.0,273000.0,0.6523,Residential,Condo,Unknown,Unknown
2021-08-06,2020,Colchester,33 HILLSIDE LN,210600.0,395000.0,0.5331,Residential,Single Family,Unknown,Unknown
2021-01-27,2020,Mansfield,131 COURTYARD LA,167100.0,275000.0,0.6076,Residential,Condo,-72.23839,41.80086
2020-12-18,2020,Greenwich,23 ETTL LANE,556570.0,810000.0,0.6871,Residential,Single Family,Unknown,Unknown
2020-10-22,2020,Danbury,44 E HAYESTOWN RD 16,207700.0,350000.0,0.5934,Residential,Condo,-73.45111,41.41873
2020-12-09,2020,Danbury,12 BOULEVARD 22-133,178900.0,340000.0,0.5261,Residential,Condo,-73.49857,41.38049
2021-04-14,2020,Bethel,38 BEACON HILL TERRACE,289030.0,475000.0,0.6084,Residential,Condo,-73.43237,41.36912
2021-04-01,2020,Lebanon,620 TRUMBULL HWY,102630.0,50000.0,2.0526,Residential,Single Family,-72.22944,41.64594
2020-12-07,2020,East Hartford,9 JOANNE DR,85540.0,160000.0,0.5346,Residential,Condo,Unknown,Unknown
2020-11-19,2020,Granby,43 RUSHFORD MEADE,82600.0,133000.0,0.621,Residential,Condo,Unknown,Unknown
2021-05-27,2020,Killingly,47 QUINEBAUG DR,157570.0,282000.0,0.5587,Residential,Single Family,-71.89459,41.78088
2020-11-03,2020,Danbury,61 LAKE PLACE NORTH,195000.0,340000.0,0.5735,Residential,Condo,Unknown,Unknown
2020-12-14,2020,Bozrah,27 BLUE HILL RD,135280.0,273000.0,0.4955,Residential,Single Family,-72.1723,41.57297
2021-08-04,2020,Enfield,412 ASHMEAD COMMONS,85040.0,160000.0,0.5315,Residential,Condo,Unknown,Unknown
2021-01-14,2020,Hebron,50 BIRCH HILL RD,81820.0,614000.0,0.1332,Residential,Single Family,-73.34662,41.38833
2021-04-05,2020,Avon,122 COUNTRY CLUB ROAD,153360.0,180000.0,0.852,Residential,Single Family,Unknown,Unknown
2021-08-17,2020,Brookfield,9A NEW BRIDGE RD,303090.0,650000.0,0.466292308,Residential,Single Family,-73.39512,41.51199
2021-02-24,2020,Bristol,196 DIANE LN,184590.0,277500.0,0.6651,Residential,Single Family,-72.89428,41.66143
2021-05-26,2020,Cromwell,25 LINDA COURT,66150.0,110000.0,0.6013,Residential,Condo,Unknown,Unknown
2021-03-22,2020,Ashford,590 BEBBINGTON RD,103600.0,78425.0,1.321,Residential,Single Family,-72.16045,41.83491
2021-05-25,2020,Bristol,20 MARVIN SST,102550.0,187400.0,0.5472,Residential,Single Family,-72.9098,41.70019
2021-01-19,2020,Greenwich,328 BOOTH PLACE UN4,349580.0,490000.0,0.7134,Residential,Condo,Unknown,Unknown
2020-10-26,2020,Danbury,10 SOUTH ST #84,134900.0,240900.0,0.559983396,Residential,Condo,-73.42506,41.38314
2021-08-06,2020,Groton,218 MIDWAY OVAL,45570.0,135000.0,0.337555556,Residential,Single Family,-72.02752,41.34519
2021-02-08,2020,Glastonbury,673 GRISWOLD ST,154500.0,243000.0,0.6358,Residential,Single Family,-72.58596,41.7262
2021-05-10,2020,Mansfield,11 THOMPSON RD,169700.0,350000.0,0.4848,Residential,Single Family,-72.27218,41.79739
2021-06-23,2020,Bloomfield,5 BRENTWOOD DRIVE,150150.0,140000.0,1.0725,Residential,Single Family,-72.73157,41.83185
2021-07-08,2020,Bristol,622 VILLAGE ST,54320.0,100000.0,0.5432,Vacant Land,Unknown,-72.89142,41.65119
2021-05-07,2020,Guilford,618 NORTHWOOD DR,263830.0,447000.0,0.5902,Residential,Single Family,Unknown,Unknown
2021-06-15,2020,Hartford,64 MORRIS ST #302,23520.0,55000.0,0.4276,Residential,Condo,-72.67636,41.75264
2020-12-16,2020,Hartford,90 NEW PARK AVE,44905.0,180000.0,0.2494,Residential,Two Family,-72.70794,41.75436
2021-08-31,2020,Bethel,51 ROCKWELL ROAD,160687.0,744900.0,0.215716204,Residential,Single Family,-73.37937,41.38797
2021-01-15,2020,Lyme,100-5A JOSHUATOWN RD,350000.0,555200.0,0.6304,Residential,Single Family,Unknown,Unknown
2021-05-12,2020,East Haven,154 BURR ST,132610.0,325000.0,0.408,Residential,Single Family,Unknown,Unknown
2021-05-13,2020,Cheshire,731 S MAIN ST,99420.0,183000.0,0.5432,Residential,Condo,-72.90587,41.48407
2021-03-08,2020,East Haven,48 FOXON BLVD,143930.0,205000.0,0.702,Residential,Single Family,-72.86257,41.3219
2021-07-20,2020,East Hartford,29 PORTERBROOK AVE,89810.0,185000.0,0.4854,Residential,Single Family,Unknown,Unknown
2021-04-21,2020,Coventry,85 BREWSTER ST,101000.0,140000.0,0.7214,Residential,Single Family,Unknown,Unknown
2021-06-30,2020,Cromwell,23 SHUNPIKE ROAD,162750.0,282500.0,0.5761,Residential,Single Family,Unknown,Unknown
2021-01-22,2020,Easton,36 MILE COMMON,418560.0,715000.0,0.5853,Residential,Single Family,Unknown,Unknown
2002-08-20,2001,Manchester,215B OAKLAND ST,58900.0,127000.0,0.463779528,Unknown,Unknown,Unknown,Unknown
2021-05-04,2020,Glastonbury,72 LAUREL TRL & W/17 BIRCH TRL,149400.0,151500.0,0.9861,Residential,Single Family,Unknown,Unknown
2021-09-02,2020,Hartford,61 HUMPHREY ST,69201.0,220000.0,0.3145,Residential,Single Family,Unknown,Unknown
2020-10-15,2020,Avon,3 IVY COVE,206940.0,190500.0,1.0862,Residential,Condo,-72.81453,41.80697
2021-06-16,2020,Groton,17 AFFELDT DR,171990.0,350000.0,0.4914,Residential,Single Family,-72.01224,41.34715
2021-09-24,2020,Hartford,20 PARK TER,91770.0,127500.0,0.7197,Apartments,Unknown,Unknown,Unknown
2020-10-05,2020,Danbury,22 TUCKER ST,208000.0,370000.0,0.5621,Residential,Condo,-73.42804,41.38145
2021-02-16,2020,Greenwich,52 WEAVER STREET,639800.0,860000.0,0.743953488,Residential,Two Family,Unknown,Unknown
2021-04-14,2020,Canton,17 POND ROAD,237580.0,395000.0,0.6014,Residential,Single Family,-72.89349,41.82133
2021-01-07,2020,Groton,5 PECK ST,380730.0,785000.0,0.485,Residential,Single Family,Unknown,Unknown
2020-11-16,2020,Bridgewater,16 DEER POND WOODS,371000.0,495000.0,0.7494,Residential,Single Family,-73.37924,41.55663
2021-02-22,2020,Greenwich,630 STEAMBOAT ROAD,33931240.0,585000.0,58.00211966,Residential,Condo,Unknown,Unknown
2021-06-25,2020,Farmington,7 NEWCASTLE PLACE,553670.0,810000.0,0.6835,Residential,Single Family,Unknown,Unknown
2021-06-03,2020,Colchester,27 BOULDER RD,58700.0,135000.0,0.4348,Residential,Condo,-72.40079,41.57744
2021-04-20,2020,East Granby,7 LORDSHIP ROAD,128400.0,216000.0,0.5944,Industrial,Unknown,Unknown,Unknown
2020-10-21,2020,Glastonbury,213 HOUSE ST,142100.0,261000.0,0.5444,Residential,Single Family,Unknown,Unknown
2021-08-04,2020,Guilford,54 SAGINAW TR,66910.0,161500.0,0.4143,Residential,Condo,-72.69301,41.40113
2021-09-03,2020,Enfield,5 HIGHLAND PK,105840.0,205000.0,0.5162,Residential,Single Family,Unknown,Unknown
2021-06-14,2020,East Hartford,37 TOWER RD,97550.0,85000.0,1.1476,Residential,Two Family,Unknown,Unknown
2021-07-08,2020,Hartford,133 MOUNTAIN ST,74860.0,253000.0,0.2958,Residential,Single Family,-72.70175,41.72941
2021-02-03,2020,Berlin,277 SUNSET LANE,160400.0,235000.0,0.6825,Residential,Single Family,-72.74444,41.61536
2021-09-10,2020,Cheshire,506 OAK AVE U10,55930.0,120000.0,0.466083333,Residential,Condo,Unknown,Unknown
2021-03-29,2020,Danbury,23 SCUPPO RD #2-1,94400.0,165000.0,0.5721,Residential,Condo,-73.48374,41.39102
2020-10-05,2020,Killingly,48 SAW MILL HILL,149940.0,260000.0,0.5766,Residential,Single Family,Unknown,Unknown
2021-04-15,2020,Columbia,2 HERITAGE ROAD,192600.0,407000.0,0.4732,Residential,Single Family,Unknown,Unknown
2021-07-08,2020,Coventry,207 FIELDSTONE LN,137000.0,221000.0,0.6199,Residential,Single Family,Unknown,Unknown
2021-01-15,2020,Greenwich,45 ETTL LANE UN504,428960.0,649000.0,0.6609,Residential,Condo,-73.66831,41.03489
2021-06-07,2020,Killingly,92 LHOMME ST,114240.0,226000.0,0.5054,Residential,Single Family,-71.87603,41.80238
2020-10-20,2020,Ansonia,25 RESERVOIR DR,145900.0,259900.0,0.5613,Residential,Single Family,-73.06393,41.33033
2021-06-21,2020,Manchester,137 CAMPFIELD ROAD,97500.0,218000.0,0.4472,Residential,Single Family,Unknown,Unknown
2021-06-21,2020,Colchester,19 CARDINAL RD,18300.0,30000.0,0.61,Residential,Single Family,-72.4111,41.57251
2021-03-22,2020,Ansonia,48 FORD ST,162800.0,259000.0,0.6285,Residential,Single Family,-73.05636,41.33532
2021-01-25,2020,Lyme,98 BRUSH HILL RD,79273.0,63000.0,1.2583,Residential,Single Family,Unknown,Unknown
2021-07-02,2020,Madison,885 DURHAM RD,211600.0,384000.0,0.551,Residential,Single Family,-72.62508,41.33407
2020-11-02,2020,Guilford,88 MOHAWK TR,66230.0,153500.0,0.4314,Residential,Condo,Unknown,Unknown
2021-07-15,2020,Branford,20 HILL ST,223600.0,395000.0,0.566,Residential,Single Family,Unknown,Unknown
2021-07-27,2020,Canton,130 MAIN STREET UNIT 4C,82980.0,135000.0,0.6146,Residential,Condo,-72.92154,41.81075
2021-01-15,2020,Lisbon,393 S BURNHAM HWY,125150.0,239900.0,0.5216,Residential,Single Family,-72.03831,41.56807
2021-06-07,2020,Berlin,82 TIMBERWOOD RD,173300.0,325000.0,0.5332,Residential,Single Family,-72.77746,41.62131
2021-03-17,2020,Danbury,14 SCUPPO RD F2,72900.0,188000.0,0.3877,Residential,Condo,Unknown,Unknown
2021-03-04,2020,Bristol,286 SHRUB RD,116270.0,213000.0,0.5458,Residential,Single Family,Unknown,Unknown
2021-01-28,2020,Manchester,67 BISSELL STREET,90200.0,140000.0,0.6442,Residential,Single Family,Unknown,Unknown
2020-11-20,2020,Bethel,13 LONG HILL ROAD,238210.0,465000.0,0.51227957,Residential,Single Family,Unknown,Unknown
2021-05-03,2020,Manchester,143 CARTER STREET,213900.0,367500.0,0.582,Residential,Single Family,-72.474,41.76657
2020-12-10,2020,Barkhamsted,51 RATLUM MTN RD,72500.0,74000.0,0.97972973,Residential,Single Family,Unknown,Unknown
2020-10-02,2020,Burlington,205 JOHNNYCAKE MOUNTAIN ROAD,309960.0,529000.0,0.5859,Residential,Single Family,Unknown,Unknown
2020-11-04,2020,Bloomfield,23 STUART DRIVE,357710.0,525000.0,0.6813,Residential,Single Family,Unknown,Unknown
2020-12-07,2020,Avon,24 COTTONWOOD DRIVE,107390.0,194900.0,0.551,Residential,Condo,-72.87884,41.77285
2021-06-10,2020,Cheshire,10 COLTON LANE,132590.0,563000.0,0.235506217,Residential,Single Family,-72.86827,41.51584
2021-09-03,2020,Granby,138 LOST ACRES RD,266610.0,610000.0,0.437,Residential,Single Family,Unknown,Unknown
2021-02-23,2020,Madison,885 DURHAM RD,211600.0,279000.0,0.7584,Residential,Single Family,-72.62508,41.33407
2021-06-25,2020,Glastonbury,80 ADDISON RD,96500.0,155000.0,0.6225,Residential,Single Family,Unknown,Unknown
2021-08-20,2020,Hartford,458 BARBOUR ST,11830.0,15000.0,0.7886,Vacant Land,Unknown,-72.67594,41.79781
2021-08-12,2020,Cheshire,32 QUARRY VILLAGE RD,131570.0,240000.0,0.5482,Residential,Condo,-72.92347,41.51572
2020-10-08,2020,Bethel,79 LINDA LANE,274750.0,430000.0,0.6389,Residential,Single Family,-73.38021,41.37834
2021-03-02,2020,East Haven,129 SILVER SANDS RD,117830.0,179000.0,0.6582,Residential,Single Family,Unknown,Unknown
2021-01-22,2020,Greenwich,22 SPRING STREET UN22-2,581980.0,950000.0,0.6126,Residential,Condo,-73.63644,41.02025
2021-01-22,2020,Bristol,89 DEL PRADO DR,164290.0,330000.0,0.4978,Residential,Single Family,-72.95005,41.70514
2021-02-09,2020,Greenwich,6 CONNECTICUT AVENUE,669690.0,1000000.0,0.6696,Residential,Single Family,-73.62017,41.03145
2021-09-01,2020,Groton,435 HIGH ST LOT 55,9520.0,38000.0,0.2505,Residential,Single Family,Unknown,Unknown
2021-04-14,2020,Glastonbury,252 EASTBURY HILL RD,289200.0,500000.0,0.5784,Residential,Single Family,Unknown,Unknown
2021-03-08,2020,Bloomfield,3 SANDPIPER DRIVE,169610.0,257500.0,0.6586,Residential,Single Family,-72.75049,41.8278
2021-08-24,2020,Killingworth,81 ROUTE 80,165800.0,277500.0,0.597477477,Residential,Single Family,-72.53265,41.3572
2021-05-10,2020,Greenwich,29 SUNDANCE DRIVE,629160.0,902000.0,0.6975,Residential,Single Family,-73.58448,41.06306
2020-12-11,2020,East Haven,717 SILVER SANDS RD,142630.0,285000.0,0.5004,Residential,Single Family,Unknown,Unknown
2021-05-05,2020,Branford,161 BRUSHY PLAIN RD,153600.0,275000.0,0.5585,Residential,Single Family,-72.81873,41.30267
2021-03-01,2020,Colchester,227 WINDHAM AVE,144200.0,270000.0,0.534,Residential,Single Family,-72.32374,41.59002
2021-03-03,2020,Mansfield,714 STORRS RD,143400.0,318000.0,0.4509,Residential,Single Family,-72.20898,41.77595
2021-02-16,2020,Granby,5 PHEASANT RUN,262780.0,285000.0,0.922,Residential,Single Family,Unknown,Unknown
2021-04-14,2020,Bloomfield,3 HUCKLEBERRY LANE,119140.0,238000.0,0.5005,Residential,Single Family,Unknown,Unknown
2020-10-21,2020,Greenwich,33 RIDGE STREET,564970.0,750000.0,0.7532,Residential,Single Family,-73.62196,41.02363
2021-03-15,2020,Lyme,200 BLOOD ST,113100.0,237500.0,0.4762,Residential,Single Family,-72.30236,41.36719
2021-02-03,2020,Bristol,100 SUNNYDALE AVE,161840.0,330000.0,0.4904,Residential,Single Family,-72.92643,41.66039
2021-07-02,2020,Farmington,12 CYPRESS TRAIL,139220.0,245000.0,0.5682,Residential,Condo,-72.878,41.73225
2021-07-26,2020,East Hartford,10-16 CASABELLA CIR,147080.0,392000.0,0.3752,Residential,Four Family,Unknown,Unknown
2021-03-25,2020,Bethel,45A PLUMTREES ROAD,127820.0,245000.0,0.5217,Residential,Condo,Unknown,Unknown
2021-08-02,2020,Griswold,43 BAY MOUNTAIN DRIVE,107800.0,323000.0,0.33374613,Residential,Single Family,-71.90208,41.54234
2020-10-06,2020,East Haven,75 REDWOOD DR #1001,80980.0,165000.0,0.4907,Residential,Condo,Unknown,Unknown
2021-02-26,2020,Hartford,121 ENFIELD ST,50120.0,249000.0,0.2012,Residential,Three Family,Unknown,Unknown
2021-07-29,2020,Easton,50 APRIL DRIVE,547120.0,850000.0,0.6436,Residential,Single Family,-73.28339,41.31603
2021-06-04,2020,Hartford,532 ANN UCCELLO ST,14280.0,8500.0,1.68,Vacant Land,Unknown,Unknown,Unknown
2021-09-01,2020,Brookfield,246 FEDERAL RD UNIT D22,106580.0,160000.0,0.6661,Commercial,Unknown,-73.40406,41.44582
2021-03-08,2020,Easton,378 JUDD ROAD,345300.0,530000.0,0.6515,Residential,Single Family,Unknown,Unknown
2001-10-24,2001,Mansfield,25 MAPLEWOOD RD,40530.0,68326.0,0.59318561,Unknown,Unknown,Unknown,Unknown
2020-12-16,2020,Eastford,204 ASHFORD RD,135460.0,271000.0,0.4998,Residential,Single Family,-72.11248,41.92033
2020-10-22,2020,Ansonia,17 LAROVERA TERR,189600.0,113334.0,1.6729,Residential,Single Family,-73.06917,41.35325
2021-08-04,2020,Danbury,11-13 E PEMBROKE RD B,93100.0,200000.0,0.4655,Residential,Condo,-73.45376,41.41943
2021-08-06,2020,Cheshire,18 SOUTHPOND CIRCLE,258730.0,520000.0,0.4975,Residential,Single Family,Unknown,Unknown
2021-09-28,2020,Danbury,41 HILLANDALE RD,162800.0,350000.0,0.465142857,Residential,Single Family,Unknown,Unknown
2021-07-27,2020,Brookfield,12 BALDWIN HILL RD,183660.0,385000.0,0.477038961,Residential,Single Family,-73.40663,41.4975
2021-07-01,2020,Avon,106 CIDER BROOK ROAD,200600.0,240100.0,0.8354,Residential,Single Family,Unknown,Unknown
2021-06-10,2020,Goshen,338 TORRINGTON ROAD,166570.0,250000.0,0.6662,Residential,Single Family,-73.19727,41.83273
2021-07-19,2020,Glastonbury,912 MANCHESTER RD,130400.0,250000.0,0.5216,Residential,Single Family,Unknown,Unknown
2020-12-16,2020,Enfield,224 ABBE RD,114260.0,195000.0,0.5859,Residential,Single Family,Unknown,Unknown
2020-11-24,2020,Danbury,39 DEER HILL AV,207900.0,400000.0,0.5197,Residential,Single Family,-73.4486,41.38333
2021-07-06,2020,Hartford,134 CAMPFIELD AVE,59572.0,200000.0,0.2978,Residential,Single Family,Unknown,Unknown
2021-07-27,2020,Greenwich,45 RIVERSIDE LANE,1072820.0,1800000.0,0.596,Residential,Single Family,-73.58553,41.04423
2020-10-09,2020,East Lyme,29 COVE ST,241780.0,271500.0,0.8905,Residential,Single Family,Unknown,Unknown
2021-06-29,2020,Colchester,14 FARM GATE DR,230400.0,565000.0,0.407787611,Residential,Single Family,-72.44724,41.57558
2021-08-18,2020,East Haven,22 HILL ST,125110.0,260000.0,0.481192308,Residential,Single Family,Unknown,Unknown
2021-07-21,2020,Enfield,74 CANDLEWOOD,94270.0,178000.0,0.5296,Residential,Condo,-72.55115,42.01011
2021-07-30,2020,Hartford,54 PROSPECT AVE,57015.0,175000.0,0.3258,Residential,Two Family,-72.71517,41.74677
2021-08-16,2020,Danbury,166 OLD BROOKFIELD RD 18A5,79900.0,160000.0,0.4993,Residential,Condo,-73.42375,41.42037
2021-01-15,2020,Farmington,8 COLONY RD,159340.0,246900.0,0.6453,Residential,Single Family,Unknown,Unknown
2021-06-02,2020,Farmington,51 WELLINGTON DR,64550.0,108000.0,0.5976,Residential,Condo,-72.84034,41.71128
2020-10-05,2020,Manchester,19 WELLINGTON ROAD,103600.0,235000.0,0.4408,Residential,Single Family,-72.50862,41.77566
2020-11-06,2020,Farmington,19 SKYLINE DR,190580.0,312000.0,0.6108,Residential,Single Family,-72.77942,41.72831
2020-11-25,2020,Bristol,42 MARLENE ST,132090.0,259900.0,0.5082,Residential,Single Family,Unknown,Unknown
2020-11-27,2020,East Hartford,63 RISLEY ST,95430.0,165000.0,0.5783,Residential,Single Family,-72.63594,41.75415
2021-01-28,2020,Burlington,31 SAW MILL RD,316050.0,445000.0,0.7102,Residential,Single Family,-72.986,41.76109
2021-04-20,2020,East Haven,87 SALERNO AVE,128560.0,275000.0,0.467490909,Residential,Single Family,-72.87086,41.25814
2021-06-02,2020,Hartford,149 AMHERST ST,69716.0,240000.0,0.290483333,Residential,Single Family,Unknown,Unknown
2020-10-05,2020,Groton,77 BROOKSIDE LN,118930.0,244000.0,0.4874,Residential,Single Family,Unknown,Unknown
2021-07-16,2020,Greenwich,1 MEADOW ROAD,1878030.0,3700000.0,0.5075,Residential,Single Family,Unknown,Unknown
2021-06-22,2020,East Lyme,9 GREEN VALLEY LAKES,232750.0,330000.0,0.70530303,Residential,Single Family,-72.25835,41.32979
2021-05-19,2020,Hartford,102 BARKER ST,73710.0,160000.0,0.4606,Residential,Three Family,Unknown,Unknown
2021-07-21,2020,Greenwich,40 WEST ELM STREET UN 2D,813260.0,1330000.0,0.611473684,Residential,Condo,-73.6281,41.02667
2021-08-04,2020,Columbia,1 SLEEPY HOLLOW,154000.0,295000.0,0.522,Residential,Single Family,-72.32836,41.70572
2021-08-02,2020,Darien,41 DUBOIS ST,529550.0,725000.0,0.7304,Residential,Single Family,-73.49153,41.06348
2020-11-23,2020,Essex,13 EBONY LN,263400.0,418000.0,0.6301,Residential,Single Family,Unknown,Unknown
2001-10-04,2001,Bloomfield,4 NEWPORT DR,72330.0,24000.0,3.01375,Unknown,Unknown,Unknown,Unknown
2021-05-24,2020,Danbury,17 DR AARON B SAMUELS BL,242000.0,459000.0,0.5272,Residential,Two Family,Unknown,Unknown
2021-05-05,2020,Burlington,28 CEDAR SPRING RD,334390.0,559000.0,0.5981,Residential,Single Family,Unknown,Unknown
2021-08-19,2020,Easton,9 ELM DRIVE,369760.0,857500.0,0.4312,Residential,Single Family,-73.33219,41.24428
2021-06-08,2020,Hartford,50 MORGAN ST,7981435.0,22123000.0,0.3607,Commercial,Unknown,Unknown,Unknown
2021-05-21,2020,Coventry,1640 NORTH RIVER RD,110700.0,210000.0,0.5271,Residential,Single Family,Unknown,Unknown
2021-01-28,2020,Avon,384 HUCKLEBERRY HILL RD,195860.0,300000.0,0.6528,Residential,Single Family,Unknown,Unknown
2021-05-18,2020,Danbury,7 PADANARAM RD 242,60300.0,115000.0,0.5243,Residential,Condo,Unknown,Unknown
2021-05-17,2020,Killingly,267 NO SHORE RD,146860.0,240000.0,0.6119,Residential,Single Family,-71.90913,41.85459
2021-03-31,2020,Enfield,19 HOWARD ST,117910.0,235500.0,0.5006,Residential,Single Family,-72.57033,41.96793
2021-06-10,2020,Enfield,45 BUCHANAN RD,131440.0,217750.0,0.6036,Residential,Single Family,Unknown,Unknown
